name,team_name,league,registered_position,age,speed,acceleration,dribbling,ball_control,low_pass,finishing,defensive_awareness,physical_contact,stamina,kicking_power,heading,tight_possession
F. VERA,ARGENTINOS JUNIORS,Liga Profesional de Fútbol,DMF,20,72,77,71,78,74,63,69,74,78,77,69,77
K. BISTROVIĆ,CSKA MOSKVA,Tinkoff Russian Premier Liga,DMF,22,74,70,73,76,77,61,70,74,75,82,70,67
O. HERNÁNDEZ,NORWICH YG,English 2nd Division,LMF,27,85,87,77,73,70,71,50,72,76,72,62,76
MARRONY,ATLÉTICO MINEIRO,BRASILEIRÃO ASSAÍ 2020,LWF,21,86,85,77,71,67,72,58,70,81,73,70,72
S. MCKENNA,ABERDEEN,Scottish Premiership,CB,24,73,69,55,62,68,54,80,79,71,79,81,58
K. MCLEAN,NORWICH YG,English 2nd Division,CMF,28,75,75,76,71,77,65,66,71,81,78,74,72
A. SHABANOV,DYNAMO KYIV,Other European Leagues,CB,28,73,69,65,69,74,45,75,80,75,75,81,61
J. HARRISON,LEEDS W,English League,LWF,24,81,85,76,77,68,70,48,65,75,72,64,74
C. LARIN,BEŞİKTAŞ,Süper Lig,CF,25,80,74,70,70,73,78,41,84,77,84,77,71
D. STOTSKIY,KRASNODAR,Tinkoff Russian Premier Liga,RMF,31,79,81,72,75,77,65,68,64,77,75,68,71
D. ZHIVOGLYADOV,LOKOMOTIV MOSKVA,Tinkoff Russian Premier Liga,RB,26,77,79,65,75,73,57,73,65,81,73,64,69
J. TABIDZE,UFA,Tinkoff Russian Premier Liga,CB,24,73,69,63,67,70,53,82,81,77,70,77,63
R. MIRZOV,SPARTAK MOSKVA,Tinkoff Russian Premier Liga,LWF,27,80,81,77,74,72,72,54,70,75,76,63,76
O. DANCHENKO,UFA,Tinkoff Russian Premier Liga,RB,26,80,81,78,75,77,56,65,65,77,73,65,73
G. TETRASHVILI,TAMBOV,Tinkoff Russian Premier Liga,DMF,32,75,73,67,71,71,52,73,73,81,79,71,68
E. SOROKIN,KRASNODAR,Tinkoff Russian Premier Liga,CB,25,75,68,60,65,72,58,78,82,75,74,84,62
R. ZHEMALETDINOV,LOKOMOTIV MOSKVA,Tinkoff Russian Premier Liga,RWF,24,83,80,79,75,71,69,50,71,73,80,70,77
B. MBEUMO,BRENTFORD RW,English 2nd Division,RWF,21,79,83,77,74,72,70,50,66,76,75,62,73
L. BALERDI,OLYMPIQUE MARSEILLE,Ligue 1 Uber Eats,CB,21,74,71,66,69,71,54,76,84,74,77,84,65
CACÁ,CRUZEIRO,BRASILEIRÃO SÉRIE B 2020,CB,21,79,81,70,68,70,45,77,73,69,72,69,66
MARCO PEREIRA,SANTA CLARA,Liga NOS,GK,33,66,65,62,69,69,42,65,73,71,68,60,52
B. DACK,BLACKBURN BW,English 2nd Division,AMF,27,80,83,74,77,70,73,53,69,77,77,62,71
E. DÍAZ,TALLERES DE CÓRDOBA,Liga Profesional de Fútbol,LB,25,80,76,80,74,75,55,68,65,82,68,66,70
LUIZ OTÁVIO,CEARÁ,BRASILEIRÃO ASSAÍ 2020,CB,32,68,70,63,65,67,67,80,84,73,74,76,58
ARTHUR CABRAL,Free Agents,Free Agent,CF,22,76,75,74,77,67,77,50,81,71,79,75,70
L. MASOPUST,SLAVIA PRAHA,Other European Leagues,RMF,27,84,83,74,73,69,68,62,74,82,81,65,70
R. SÁNCHEZ,Free Agents,Free Agent,CMF,24,75,76,76,75,76,68,65,66,80,68,61,77
D. KĄDZIOR,EIBAR AR,Spanish League,RWF,28,76,84,77,78,71,72,50,61,76,74,71,74
A. GHOLIZADEH,SPORTING CHARLEROI,Jupiler Pro League,RWF,24,80,83,78,80,72,70,50,65,76,71,60,77
S. BEGIĆ,RUBIN KAZAN,Tinkoff Russian Premier Liga,CB,27,69,65,60,67,72,58,81,86,78,71,84,61
O. KÖKÇÜ,FEYENOORD,Eredivisie,CMF,20,76,77,77,77,75,70,63,65,75,74,62,80
I. DIALLO,BREST,Ligue 1 Uber Eats,DMF,21,74,77,70,75,75,52,72,74,80,65,66,73
J. ARIBO,RANGERS,Scottish Premiership,CMF,24,74,70,82,82,71,69,61,75,77,71,65,80
RÚBEN LAMEIRAS,FAMALICÃO,Liga NOS,RWF,26,86,86,86,81,68,61,50,61,75,75,60,81
T. ANTALYALI,GALATASARAY,Süper Lig,CMF,25,74,76,70,75,76,66,60,71,84,78,73,73
NONATO,INTERNACIONAL,BRASILEIRÃO ASSAÍ 2020,CMF,22,80,81,76,78,72,66,70,69,81,68,64,74
I. PLASTUN,GENT,Jupiler Pro League,CB,30,72,67,60,60,66,58,78,85,76,78,84,61
J. BIJOL,CSKA MOSKVA,Tinkoff Russian Premier Liga,DMF,21,70,65,70,76,75,55,75,83,79,77,81,65
S. BOTMAN,LILLE,Ligue 1 Uber Eats,CB,20,73,68,67,68,77,53,76,82,75,74,80,64
D. FOMIN,DINAMO MOSKVA,Tinkoff Russian Premier Liga,DMF,23,75,72,68,71,77,67,71,77,81,77,75,69
K. PEDERSEN,BIRMINGHAM B,English 2nd Division,LB,26,74,70,67,70,68,55,71,84,79,74,78,67
S. SKRZYBSKI,SCHALKE 04,Other European Leagues,RWF,28,84,83,75,71,63,72,53,68,79,76,67,67
J. PAINTSIL,GENK,Jupiler Pro League,LWF,22,86,90,79,79,75,71,46,64,73,74,53,77
L. PONS,BANFIELD,Liga Profesional de Fútbol,CF,30,75,70,70,72,65,80,56,83,75,82,81,66
J. HERRERA,SAN LORENZO,Liga Profesional de Fútbol,CF,29,82,80,70,71,70,78,45,81,77,82,72,69
A. PARMAK,TRABZONSPOR,Süper Lig,CMF,26,75,79,78,77,77,70,56,61,81,82,71,75
A. GAICH,CSKA MOSKVA,Tinkoff Russian Premier Liga,CF,21,78,68,74,77,69,74,48,85,75,82,76,70
ERIC GARCÍA,MANCHESTER B,English League,CB,19,72,68,69,73,75,56,78,74,76,71,73,69
T. ALMADA,VÉLEZ SARSFIELD,Liga Profesional de Fútbol,AMF,19,73,86,85,80,75,72,46,60,69,74,60,83
I. MESLIER,LEEDS W,English League,GK,20,62,59,53,53,68,42,54,75,59,78,70,49
S. JUKLERØD,ANTWERP,Jupiler Pro League,LB,26,86,85,72,68,68,61,70,77,85,72,60,66
REINILDO,LILLE,Ligue 1 Uber Eats,LB,26,81,80,74,72,69,59,66,72,75,64,65,70
D. LESOVOY,ARSENAL TULA,Tinkoff Russian Premier Liga,LWF,22,81,85,83,77,71,71,42,64,75,80,61,77
M. CAQUERET,OLYMPIQUE LYONNAIS,Ligue 1 Uber Eats,CMF,20,75,78,73,76,77,62,67,63,74,68,61,81
Y. BENRAHOU,NÎMES,Ligue 1 Uber Eats,AMF,21,76,79,78,79,75,71,50,65,75,72,61,80
J. TANGANGA,TOTTENHAM WB,English League,CB,21,79,74,71,67,68,55,71,81,78,72,75,69
M. KUDUS,AJAX,Eredivisie,CMF,20,85,86,79,80,65,81,60,69,68,73,70,82
N. LAURSEN,EMMEN,Eredivisie,RWF,22,78,77,83,73,68,68,61,68,72,73,67,76
L. VALENTI,LANÚS,Liga Profesional de Fútbol,CB,21,71,69,63,66,69,63,80,80,79,81,81,64
LUÍS MAXIMIANO,SPORTING CP,Liga NOS,GK,21,61,66,58,64,60,42,66,80,69,76,72,49
Đ. DESPOTOVIĆ,RUBIN KAZAN,Tinkoff Russian Premier Liga,CF,28,73,68,72,74,70,77,55,83,75,75,87,71
J. KOUASSI,WUHAN ZALL,CFA Super League,LWF,26,85,86,77,71,62,73,53,70,83,69,63,74
THIERRY CORREIA,VALENCIA BN,Spanish League,RB,21,85,83,74,72,67,54,68,67,72,67,74,64
A. KUTUCU,SCHALKE 04,Other European Leagues,CF,20,83,84,75,72,66,76,50,71,70,79,67,73
V. PAVLIDIS,WILLEM II,Eredivisie,CF,22,74,72,70,75,69,78,52,79,73,76,76,74
ENRIC GALLEGO,PAMPLONA RA,Spanish League,CF,34,73,66,72,74,67,76,57,82,74,76,78,71
CARLOS NEVA,GRANADA RB,Spanish League,LB,24,82,81,75,73,68,55,69,64,84,71,60,67
P. ŠEVČÍK,SLAVIA PRAHA,Other European Leagues,CMF,26,79,84,80,78,73,66,55,62,83,82,63,81
A. PALAVECINO,DEPORTIVO CALI,Liga BetPlay DIMAYOR,AMF,24,74,77,75,78,74,71,51,68,76,78,65,77
F. MURA,ESTUDIANTES,Liga Profesional de Fútbol,RB,21,84,83,73,71,72,58,65,67,83,72,61,73
M. CUISANCE,FC BAYERN MÜNCHEN,Other European Leagues,CMF,21,72,77,75,77,79,65,55,72,74,77,60,78
S. ANDERSSON,Free Agents,Free Agent,CF,29,76,71,71,71,67,77,50,81,83,72,82,73
S. POSCH,Free Agents,Free Agent,CB,23,74,70,66,70,71,57,75,79,75,70,79,63
MAHMOUD ALAA,Free Agents,Free Agent,CB,29,71,74,60,67,71,58,76,84,77,79,78,57
GUSTAVO ASSUNÇÃO,FAMALICÃO,Liga NOS,DMF,20,74,71,68,70,73,61,72,68,86,72,66,70
F. TORRENT,ARSENAL DE SARANDÍ,Liga Profesional de Fútbol,RB,29,82,78,72,70,69,64,59,67,83,72,62,74
C. VEGA,CENTRAL CÓRDOBA SDE,Liga Profesional de Fútbol,CMF,27,74,71,74,76,73,62,73,79,83,79,69,71
V. OBUKHOV,TAMBOV,Tinkoff Russian Premier Liga,CF,28,78,71,75,75,67,74,43,80,78,82,82,71
M. NDAYISHIMIYE,WILLEM II,Eredivisie,AMF,21,80,84,78,76,76,70,49,65,73,79,62,77
DAVID CARMO,SPORTING BRAGA,Liga NOS,CB,21,64,67,64,63,73,58,77,87,73,75,83,61
M. KÖHLERT,WILLEM II,Eredivisie,LWF,22,80,79,78,75,73,70,54,63,72,76,57,79
A. MOSTOVOY,ZENIT,Tinkoff Russian Premier Liga,LWF,23,82,84,79,75,74,72,50,64,76,80,60,76
G. FERNÁNDEZ,VIGO AB,Spanish League,CF,26,75,77,70,70,66,79,45,86,79,71,79,73
A. GRBIĆ,LORIENT,Ligue 1 Uber Eats,CF,24,77,76,71,73,66,80,45,77,76,78,74,70
M. SCHUBERT,SCHALKE 04,Other European Leagues,GK,22,58,62,54,52,58,40,58,80,56,83,66,57
D. HOVORKA,SLAVIA PRAHA,Other European Leagues,CB,27,71,74,67,67,68,60,77,73,75,70,76,69
Z. DAVITASHVILI,ROTOR VOLGOGRAD,Tinkoff Russian Premier Liga,RWF,19,81,85,82,77,76,67,50,62,73,75,60,80
M. OSIPENKO,ROSTOV,Tinkoff Russian Premier Liga,CB,26,68,63,67,71,72,60,80,83,76,73,80,63
NUNO TAVARES,BENFICA,Liga NOS,LB,20,84,84,75,73,69,63,66,70,82,81,60,71
M. MÜLDÜR,SASSUOLO,Serie A TIM,RB,21,83,80,73,70,68,61,71,74,78,72,68,67
G. KIRIAKOPOULOS,SASSUOLO,Serie A TIM,LB,24,80,77,69,69,68,60,71,70,83,77,67,66
F. MARTÍNEZ,ROSARIO CENTRAL,Liga Profesional de Fútbol,RWF,24,83,82,80,77,72,71,46,73,76,72,60,74
R. BOŽENÍK,FEYENOORD,Eredivisie,CF,21,75,74,71,72,67,76,56,77,75,78,77,69
C. TRIMMEL,Free Agents,Free Agent,RB,33,71,65,64,69,69,56,76,80,81,73,75,64
DIEGO CASTRO,PERTH GLORY,AFC Champions League,LWF,38,76,77,78,76,76,70,50,66,75,73,62,76
LEANDRO,F.C. TOKYO,AFC Champions League,AMF,27,75,76,80,77,74,76,55,70,70,76,67,74
SALEM AL DAWSARI,AL HILAL,AFC Champions League,LWF,29,84,85,80,76,73,70,51,63,77,73,60,78
DIEGO OLIVEIRA,F.C. TOKYO,AFC Champions League,CF,30,80,72,77,72,72,77,53,78,70,78,74,72
RYAN MENDES,SHARJAH,AFC Champions League,RMF,30,89,88,83,73,72,72,45,62,74,68,60,64
SALMAN AL FARAJ,AL HILAL,AFC Champions League,DMF,31,72,70,70,75,76,65,72,69,78,76,65,72
YASIR AL SHAHRANI,AL HILAL,AFC Champions League,LB,28,87,86,73,72,69,58,72,68,76,73,62,68
AMINE LECOMTE-ADDANI,AL DUHAIL,AFC Champions League,GK,30,60,54,49,57,56,44,58,84,63,77,74,46
KARIM BOUDIAF,AL DUHAIL,AFC Champions League,DMF,30,68,62,72,75,76,64,67,84,77,81,76,70
THIAGO MARTINS,YOKOHAMA F. MARINOS,AFC Champions League,CB,25,83,80,65,67,68,61,79,75,72,76,77,59
SAAD AL SHEEB,AL SADD,AFC Champions League,GK,30,57,60,54,54,58,45,53,76,61,71,63,47
CAIO LUCAS,SHARJAH,AFC Champions League,LMF,26,84,84,80,78,70,71,51,71,77,75,62,77
S. TAGLIABÚE,AL WAHDA,AFC Champions League,CF,35,64,66,71,77,65,80,50,73,69,78,74,73
BOUALEM KHOUKHI,AL SADD,AFC Champions League,CB,30,74,70,67,70,73,60,74,75,81,72,76,64
EDIGAR JUNIO,YOKOHAMA F. MARINOS,AFC Champions League,CF,29,75,78,75,73,70,80,45,75,67,73,83,70
L. TAWAMBA KANA,AL TAAWOUN,AFC Champions League,CF,31,70,74,69,73,68,76,54,84,78,78,77,65
FELIPE,SPAL,Serie A TIM,CB,36,71,69,65,71,72,58,78,77,71,72,80,66
O. DESCHACHT,ZULTE-WAREGEM,Jupiler Pro League,CB,39,60,58,65,68,72,56,82,87,83,72,81,62
M. SILVESTRE,ROYAL EXCEL MOUSCRON,Jupiler Pro League,CB,36,70,69,66,65,73,59,77,81,76,74,77,64
A. GYAN,Free Agents,Free Agent,CF,35,74,70,76,76,67,77,47,76,73,79,76,70
ALEXIS,SANTANDER VB,Spanish 2nd Division,CB,35,73,71,65,72,73,57,74,78,75,76,75,69
J. LECA,RC LENS,Ligue 1 Uber Eats,GK,35,55,60,44,50,54,40,52,79,62,77,60,48
U. EMANUELSON,UTRECHT,Eredivisie,CMF,34,74,76,74,76,73,68,67,60,73,74,62,77
S. BAMBA,CARDIFF B,English 2nd Division,CB,35,65,68,58,69,67,61,73,90,75,73,75,61
D. DESSENA,BRESCIA BA,Serie A TIM,CMF,33,74,73,72,75,76,68,69,76,77,78,67,72
D. CHYGRYNSKIY,AEK ATHENS,Other European Leagues,CB,34,65,59,63,70,73,63,81,83,65,72,83,69
A. TETTEY,NORWICH YG,English 2nd Division,DMF,34,72,70,65,69,74,65,77,80,78,84,67,68
J. ARCE,Free Agents,Free Agent,RWF,35,73,76,80,75,75,67,44,67,69,77,60,77
RAFINHA,CORITIBA,BRASILEIRÃO ASSAÍ 2020,AMF,37,77,82,81,79,74,67,58,60,72,72,61,76
R. CRUZADO,ALIANZA LIMA,Other Latin American Teams,CMF,36,70,72,70,75,76,68,61,75,74,80,68,73
P. JAGIELKA,SHEFFIELD RB,English League,CB,38,60,55,61,67,69,58,82,85,67,75,77,60
B. VAN POLEN,PEC ZWOLLE,Eredivisie,RB,35,75,75,70,72,72,63,73,74,78,75,65,65
M. COUTADEUR,AJACCIO,Ligue 2 BKT,CMF,34,68,71,69,75,78,67,65,69,78,78,62,74
R. ÖZCAN,BAYER LEVERKUSEN,Other European Leagues,GK,36,53,49,44,50,52,40,53,82,59,85,63,47
TITI,GÖZTEPE,Süper Lig,CB,32,66,60,61,69,68,53,83,86,72,73,81,67
ADRIÁN,Free Agents,Free Agent,CMF,32,73,75,73,76,76,72,62,75,73,78,72,70
M. SAU,BENEVENTO,Serie BKT,CF,33,82,85,78,76,74,74,47,61,73,72,60,78
A. PALOSCHI,SPAL,Serie A TIM,CF,30,74,75,70,74,72,75,48,78,74,76,77,67
A. FERNÁNDEZ,HUESCA RA,Spanish 2nd Division,GK,34,64,72,47,52,53,45,47,82,55,79,60,47
J. GOOSSENS,ADO DEN HAAG,Eredivisie,LMF,32,75,75,76,74,72,63,58,71,74,83,61,72
A. GUNNARSSON,Free Agents,Free Agent,CMF,31,72,74,68,73,74,64,71,79,72,74,72,73
A. EL MOHAMADY,ASTON RB,English League,RB,33,78,76,70,70,70,60,65,71,80,75,72,67
C. TOSELLI,UNIVERSIDAD CATÓLICA,Campeonato PlanVital,GK,32,68,68,55,55,60,45,65,78,65,75,65,55
A. RAMÍREZ,RIONEGRO,Liga BetPlay DIMAYOR,CMF,39,75,74,75,75,77,71,67,75,73,76,66,74
S. FLETCHER,STOKE RW,English 2nd Division,CF,33,64,65,69,75,70,74,51,80,77,79,82,70
L. IMMERS,Free Agents,Free Agent,AMF,34,72,69,70,71,73,71,72,76,80,80,81,70
J. KANA-BIYIK,GAZİANTEP FK,Süper Lig,CB,31,72,66,63,66,69,55,77,83,71,64,78,58
ROLANDO,SPORTING BRAGA,Liga NOS,CB,35,68,66,65,72,73,55,78,81,68,74,79,62
DIEGO CAVALIERI,BOTAFOGO,BRASILEIRÃO ASSAÍ 2020,GK,38,63,67,57,54,57,45,60,80,60,76,70,46
C. CARMONA,COLO COLO,Campeonato PlanVital,DMF,33,72,74,66,70,73,64,76,77,77,71,70,71
BALENZIAGA,BILBAO BR,Spanish League,LB,32,74,73,67,72,71,61,72,76,75,76,68,69
L. ARIAUDO,FROSINONE,Serie BKT,CB,31,71,70,62,69,73,60,80,78,75,72,77,66
E. BICFALVI,URAL,Tinkoff Russian Premier Liga,AMF,32,71,67,77,71,74,74,53,75,82,80,81,73
MIGUEL LOPES,KAYSERİSPOR,Süper Lig,RB,34,78,73,71,74,69,60,67,72,83,69,62,70
EDUARDO,SPORTING BRAGA,Liga NOS,GK,38,53,51,49,52,56,43,60,80,63,75,69,49
RUI FONTE,SPORTING BRAGA,Liga NOS,CF,30,74,73,70,73,73,73,48,70,72,74,79,70
F. MACHEDA,PANATHINAIKOS,Other European Leagues,CF,29,77,71,70,76,68,78,48,75,69,81,74,69
D. VILLALVA,GOIÁS,BRASILEIRÃO ASSAÍ 2020,LWF,28,83,86,81,75,65,65,49,60,70,71,57,80
PATRIC,SPORT RECIFE,BRASILEIRÃO ASSAÍ 2020,RB,31,83,81,71,70,74,59,61,69,76,74,65,62
O. CELUSTKA,SPARTA PRAHA,Other European Leagues,CB,31,69,70,67,64,70,61,79,83,74,72,75,60
J. OBI,CHIEVO,Serie BKT,CMF,29,77,81,75,76,71,63,71,70,83,80,66,72
M. BARTHELMÉ,TROYES,Ligue 2 BKT,LMF,32,75,76,75,74,79,66,59,67,74,75,62,72
P. KIESZEK,RIO AVE,Liga NOS,GK,36,56,60,44,45,61,50,44,82,63,50,60,44
L. MARRONE,CROTONE,Serie BKT,CB,30,69,68,66,74,77,58,80,75,76,75,75,72
OSVALDO,FORTALEZA,BRASILEIRÃO ASSAÍ 2020,RWF,33,85,86,76,74,70,73,50,63,71,71,61,75
P. ARAJUURI,Free Agents,Free Agent,CB,32,71,67,55,68,61,52,67,92,74,72,76,70
E. BADU,HELLAS VERONA,Serie A TIM,CMF,30,77,79,73,71,71,63,75,72,82,76,68,71
E. BOLOGNA,RIVER PLATE,Liga Profesional de Fútbol,GK,38,64,67,53,59,62,50,64,83,63,85,61,57
V. HERNÁNDEZ,ATLÉTICO NACIONAL,Liga BetPlay DIMAYOR,LWF,31,80,84,77,78,71,71,43,60,73,66,56,79
H. ROJAS,ATLÉTICO BUCARAMANGA,Liga BetPlay DIMAYOR,CMF,33,75,76,72,72,76,67,60,70,78,80,63,71
L. BURIÁN,COLÓN,Liga Profesional de Fútbol,GK,36,64,72,52,52,56,47,64,81,64,80,65,50
M. CABRERA,U. DE CONCEPCIÓN,Campeonato PlanVital,CMF,34,74,75,73,75,74,64,65,74,74,72,66,76
J. CAZULO,SPORTING CRISTAL,Other Latin American Teams,DMF,38,71,73,71,70,68,66,73,70,77,72,76,73
M. AUTRET,AUXERRE,Ligue 2 BKT,AMF,29,75,76,75,77,76,69,48,66,73,78,60,78
R. OVELAR,ONCE CALDAS,Liga BetPlay DIMAYOR,CF,35,74,76,70,71,69,76,45,75,74,78,74,72
G. HANLEY,NORWICH YG,English 2nd Division,CB,29,67,65,64,63,68,52,76,83,77,76,82,66
P. KASAMI,SION,Raiffeisen Super League,RMF,28,73,68,72,79,77,70,68,81,77,84,73,75
L. ULLOA,VALLECAS BR,Spanish 2nd Division,CF,34,69,65,71,77,70,77,52,80,72,78,82,71
H. TEKIN,FENERBAHÇE,Süper Lig,GK,31,55,57,48,50,53,40,47,80,57,81,63,50
JONÁS RAMALHO,GIRONA R,Spanish 2nd Division,CB,27,74,70,66,69,70,60,74,77,76,66,76,62
JORGE PULIDO,HUESCA RA,Spanish 2nd Division,CB,29,73,64,63,68,73,60,77,82,75,71,80,63
D. APPIAH,NANTES,Ligue 1 Uber Eats,RB,28,81,79,63,65,70,55,70,71,87,61,66,61
A. ACQUAH,YENİ MALATYASPOR,Süper Lig,CMF,28,83,80,71,74,71,64,65,78,86,80,64,72
F. SAMMARITANO,DIJON,Ligue 1 Uber Eats,AMF,34,76,79,77,77,75,66,50,64,72,70,56,75
D. PAVELKA,KASIMPAŞA,Süper Lig,CMF,29,68,64,69,77,78,58,75,76,83,76,76,75
O. JOHN,VITÓRIA GUIMARÃES,Liga NOS,LWF,28,85,83,83,76,74,62,43,73,73,81,61,75
F. BORDAGARAY,BANFIELD,Liga Profesional de Fútbol,RWF,33,78,76,76,76,66,74,46,67,71,79,64,79
A. DOMÍNGUEZ,VÉLEZ SARSFIELD,Liga Profesional de Fútbol,GK,33,68,73,50,51,58,46,59,83,62,84,70,50
L. ADVÍNCULA,VALLECAS BR,Spanish 2nd Division,RB,30,92,85,71,71,65,58,62,71,80,74,60,66
A. SILVA,Free Agents,Free Agent,GK,36,62,59,48,50,56,45,59,85,61,82,60,49
DIGÃO,FLUMINENSE,BRASILEIRÃO ASSAÍ 2020,CB,32,75,73,61,61,68,50,79,85,75,77,77,58
A. AGUILAR,Free Agents,Free Agent,GK,32,57,59,44,45,55,42,60,75,58,75,60,46
F. GODOY,CURICÓ UNIDO,Campeonato PlanVital,CMF,30,74,72,69,71,76,63,72,73,79,81,72,72
VLADIMIR,SANTOS,BRASILEIRÃO ASSAÍ 2020,GK,31,65,67,59,62,54,46,59,81,60,76,74,46
RAFAEL,READING BW,English 2nd Division,GK,30,68,64,49,62,63,43,48,75,65,81,64,51
TARANTINI,RIO AVE,Liga NOS,CMF,37,64,62,76,76,73,70,70,80,79,76,79,75
DOUGLAS,VITÓRIA GUIMARÃES,Liga NOS,GK,37,65,65,57,58,63,45,66,77,72,80,60,50
MIKEL RICO,HUESCA RA,Spanish 2nd Division,CMF,36,68,73,74,74,74,68,73,82,80,75,66,70
R. SAWYERS,WEST BROMWICH WB,English League,CMF,29,73,74,72,75,77,65,65,72,76,68,65,77
D. JOHNSON,PRESTON WB,English 2nd Division,CMF,28,77,78,72,72,73,68,64,70,82,75,65,67
J. ROBINSON,SHEFFIELD RB,English League,LB,27,76,77,71,68,66,55,72,71,77,68,75,68
V. QAZAISHVILI,Free Agents,Free Agent,AMF,27,78,81,81,80,73,69,50,70,75,76,63,80
DIOGO FIGUEIRAS,SPORTING BRAGA,Liga NOS,RB,29,84,85,73,73,70,61,64,60,77,75,60,71
LUISINHO,HUESCA RA,Spanish 2nd Division,LB,35,73,77,72,73,74,57,68,68,72,69,61,71
J. BRABEC,Free Agents,Free Agent,CB,28,68,72,63,71,70,56,76,81,75,74,74,66
M. WAGUÉ,NANTES,Ligue 1 Uber Eats,CB,29,73,69,61,64,66,58,79,88,74,69,76,63
G. BRUNO,ZULTE-WAREGEM,Jupiler Pro League,CF,29,73,70,73,74,68,78,53,72,74,72,76,75
D. FOULQUIER,GRANADA RB,Spanish League,RB,27,78,85,75,73,66,61,74,73,76,75,64,67
J. MCCLEAN,STOKE RW,English 2nd Division,LMF,31,79,78,74,71,69,67,63,66,80,75,68,73
C. BATTOCCHIO,BREST,Ligue 1 Uber Eats,CMF,28,72,78,75,77,77,65,62,63,75,76,56,78
T. KALAS,BRISTOL R,English 2nd Division,CB,27,76,76,65,70,68,54,78,79,76,70,75,61
E. SOUDANI,OLYMPIAKOS PIRAEUS,Other European Leagues,SS,33,79,75,75,74,72,71,53,74,73,81,71,72
H. BUSHCHAN,DYNAMO KYIV,Other European Leagues,GK,26,58,53,49,50,58,40,54,85,63,84,70,52
K. ROOFE,RANGERS,Scottish Premiership,CF,27,81,82,73,72,69,74,52,68,77,75,73,71
G. ESPINOZA,UNIVERSIDAD DE CHILE,Campeonato PlanVital,CMF,30,72,75,70,72,73,65,72,75,78,80,70,68
F. LÉRTORA,COLÓN,Liga Profesional de Fútbol,CMF,30,69,68,69,74,72,63,76,82,80,77,75,68
F. CERRO,CENTRAL CÓRDOBA SDE,Liga Profesional de Fútbol,CMF,32,75,70,69,75,76,64,74,78,80,76,66,73
S. MAGNASCO,UNIVERSIDAD CATÓLICA,Campeonato PlanVital,RB,28,77,77,70,72,70,60,68,73,77,72,68,72
M. ARAUJO,EMMEN,Eredivisie,CB,26,78,71,67,66,71,58,75,78,80,75,73,65
A. BJELLAND,KØBENHAVN,3F Superliga,CB,32,62,60,60,69,65,63,77,86,70,67,79,66
DOUGLAS PEREIRA,BEŞİKTAŞ,Süper Lig,RB,30,81,77,80,76,77,61,55,66,82,68,60,75
MÁRCIO AZEVEDO,ATHLETICO PARANAENSE,BRASILEIRÃO ASSAÍ 2020,LB,34,83,75,72,70,68,62,65,80,74,74,60,67
EDÍLSON,CRUZEIRO,BRASILEIRÃO SÉRIE B 2020,RB,34,70,67,69,75,72,70,66,76,70,85,62,70
MÁDSON,SANTOS,BRASILEIRÃO ASSAÍ 2020,RB,28,85,81,70,70,67,59,64,72,79,74,70,65
G. COURTET,LORIENT,Ligue 1 Uber Eats,CF,31,75,76,73,74,68,75,51,78,76,76,77,71
J. FAUSSURIER,BREST,Ligue 1 Uber Eats,RB,33,73,72,71,72,75,60,67,69,82,66,62,73
H. ROBSON-KANU,WEST BROMWICH WB,English League,CF,31,76,74,72,71,69,74,52,78,78,79,75,70
N. BITTON,CELTIC,Scottish Premiership,DMF,29,64,65,68,74,81,63,71,74,74,71,74,65
J. BUTLAND,STOKE RW,English 2nd Division,GK,27,65,68,46,57,64,46,46,80,55,79,74,48
S. HUTCHINSON,MILLWALL BW,English 2nd Division,CB,30,69,63,61,69,67,54,74,85,79,74,79,64
R. QUIOTO,Free Agents,Free Agent,LWF,29,80,80,77,75,68,69,50,70,76,73,67,74
D. ČOP,STANDARD LIÈGE,Jupiler Pro League,CF,30,71,72,70,75,71,76,53,74,71,74,74,72
T. KONGOLO,HUDDERSFIELD BW,English 2nd Division,LB,26,77,74,67,71,70,59,76,78,78,70,73,65
J. JEANVIER,KASIMPAŞA,Süper Lig,CB,28,72,71,69,65,70,64,73,76,79,74,76,69
A. HEGAZI,WEST BROMWICH WB,English League,CB,29,64,66,61,69,68,51,78,81,78,73,81,63
C. GYTKJÆR,Free Agents,Free Agent,CF,30,75,71,62,74,64,79,50,82,63,78,78,75
L. ĐORĐEVIĆ,LOKOMOTIV MOSKVA,Tinkoff Russian Premier Liga,CF,26,78,74,73,73,69,76,44,77,77,76,80,68
HUGO FRAILE,ALCORCÓN AA,Spanish 2nd Division,RWF,33,78,77,77,68,67,79,63,68,74,77,60,65
K. JOHNSSON,KØBENHAVN,3F Superliga,GK,30,65,67,52,58,63,46,52,83,67,76,62,44
R. INSIGNE,BENEVENTO,Serie BKT,RWF,26,82,85,75,74,72,68,54,64,73,72,61,72
E. BABURIN,ROSTOV,Tinkoff Russian Premier Liga,GK,27,68,65,51,54,67,45,63,82,65,73,60,45
G. SIO,GENÇLERBİRLİĞİ,Süper Lig,CF,31,77,76,75,71,68,76,50,78,75,77,66,70
R. SIGURJÓNSSON,Free Agents,Free Agent,CMF,30,74,71,68,72,74,67,63,85,86,85,66,64
M. ZALDIVIA,COLO COLO,Campeonato PlanVital,CB,29,69,67,62,67,68,59,80,82,76,70,83,55
