Rndrng_Prvdr_First_Name,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_Type,Tot_Benes,Bene_Avg_Age
amanda,bristol swanson,family practice,19,74
michael,spiess,chiropractic,45,74
julie,goswami,general surgery,24,73
gretchen,kass,nurse practitioner,26,69
lindsey,pucilowski,physician assistant,25,67
william,buitrago,general surgery,22,72
kristen,goldner,chiropractic,47,71
sabrina,king,chiropractic,29,72
jonathan,henderson,emergency medicine,20,78
sophia,leiby,physician assistant,31,75
michael,busch,occupational therapist in private practice,27,72
vaishali,ramasamy,internal medicine,19,68
jami,mcclurg,nurse practitioner,17,67
maggie,glawatz,nurse practitioner,16,75
maya,bass,internal medicine,23,70
cody,nesvick,neurosurgery,31,70
jenna,stark,certified registered nurse anesthetist (crna),22,66
hanna,sorg,physician assistant,29,71
heidi,ricker,nurse practitioner,18,73
tracey,wagner,physician assistant,18,67
ifeanyirochukwu,opoku,obstetrics & gynecology,15,64
valerie,pomerantz,certified registered nurse anesthetist (crna),20,73
melissa,rentz,nurse practitioner,13,70
annette,himes,certified nurse midwife,24,71
westley,hunsaker,physician assistant,19,67
jeana,sides,nurse practitioner,20,74
kimberly,hallick,certified registered nurse anesthetist (crna),25,73
xi,chu,internal medicine,28,73
ariana,lewis,obstetrics & gynecology,35,61
anna,diedrich,occupational therapist in private practice,30,73
christine,womack,nurse practitioner,17,74
whitney,hewitt,physician assistant,33,69
morgan,decook,certified registered nurse anesthetist (crna),29,65
esther,opersteny,nurse practitioner,18,74
inconnu,"apalachin fire department, inc.",ambulance service provider,23,80
alexandra,clayton,physician assistant,17,70
melissa,mcneely,certified registered nurse anesthetist (crna),20,68
kayleigh,kinnelly,physical therapist in private practice,26,67
rhonda,marshlick,nurse practitioner,19,73
natalie,nibert,optometry,22,70
chelsey,chojnacki,physician assistant,24,69
aimee,baur,physical therapist in private practice,27,71
virginia,donelson,certified registered nurse anesthetist (crna),23,71
wendy,alford-tousley,physical therapist in private practice,39,71
ken,herbel,physical therapist in private practice,32,74
ralph,degrado,chiropractic,32,71
bethany,marston,rheumatology,37,63
rachel,canning,internal medicine,18,72
anna,stone,anesthesiology,26,72
jeremy,porche,certified registered nurse anesthetist (crna),14,71
sean,wilson,physician assistant,17,79
navid,mootabar,obstetrics & gynecology,58,72
donna,mullahy,physician assistant,24,76
vera,antonios,internal medicine,20,60
melanie,wells,emergency medicine,21,63
kevin,pratt,physical therapist in private practice,23,74
karl,grimmer,anesthesiology,35,72
ryan,smart,maxillofacial surgery,40,71
laura,hayden,physician assistant,25,73
tracy,eickhoff,optometry,35,73
gloria,fredericks,nurse practitioner,15,77
kiersten,ogden,chiropractic,47,71
nardin,khalil,family practice,29,76
charles,frankhouser,internal medicine,13,78
matthew,janezic,certified registered nurse anesthetist (crna),23,74
evan,butlin,internal medicine,17,73
tiffany,sinclair,general surgery,17,74
benjamin,white,obstetrics & gynecology,28,66
katy,owens,optometry,31,72
dorothy,steinberg,speech language pathologist,20,71
alison,spaniol,obstetrics & gynecology,45,67
michael,trautman,chiropractic,32,67
zoe,coleman,physician assistant,27,77
patrick,sweigert,general surgery,18,64
catherine,ginn,nurse practitioner,15,74
becky,joseph,physician assistant,21,74
kenzie,jackley,physician assistant,35,76
jonathan,skoner,optometry,30,73
jessica,mcguire,nurse practitioner,39,70
thakker,damaniya,physician assistant,16,72
lindsay,sayward,physician assistant,20,78
rebecca,akhama,nurse practitioner,30,69
mary,saxton,physical therapist in private practice,41,72
abrahim,hanjar,internal medicine,17,71
jordyn,davis,physician assistant,17,67
jason,seefeld,physical therapist in private practice,38,71
minru,hwang,nurse practitioner,24,73
henrietta,osei-owusu,nurse practitioner,14,64
kaitlyn,steinberg,nurse practitioner,30,72
michael,hanson,optometry,17,63
hannah,barnhill,physician assistant,27,70
taylor,atkinson,physical therapist in private practice,18,71
kameron,connors,anesthesiology assistant,25,70
anna,gray,physical therapist in private practice,20,71
kaci,engesser,certified registered nurse anesthetist (crna),22,75
shannon,gervais,nurse practitioner,37,73
patrick,byrne,otolaryngology,15,68
steven,vegodsky,chiropractic,64,73
beatrice,probst,emergency medicine,44,72
laura,boone,physician assistant,19,73
thomas,kolenda,chiropractic,21,72
virginia,hart,"psychologist, clinical",16,67
heidi,nanavati,nurse practitioner,26,71
scott,schreiber,chiropractic,26,60
david,sommer,chiropractic,38,71
david,conner,chiropractic,37,74
john,broderick,chiropractic,50,68
maribel,garcia-riley,optometry,28,72
rebecca,loerzel,optometry,34,72
gregory,hattan,obstetrics & gynecology,32,66
john,page,physician assistant,12,69
rumali,medagoda,allergy/ immunology,17,71
corynn,feldmann,occupational therapist in private practice,24,68
emily,fortner,physical therapist in private practice,50,76
jennifer,yamashita,"psychologist, clinical",21,77
disha,singla,internal medicine,17,71
rachael,cresap,obstetrics & gynecology,40,68
paula,marcinkevich,audiologist,38,76
karen,fraher,certified registered nurse anesthetist (crna),21,73
carlos,perez-cosio,obstetrics & gynecology,24,69
meghan,rodden,neurology,21,72
eric,hohenberger,optometry,32,71
katie,goldstein,optometry,16,72
marie,gerecke,certified nurse midwife,25,72
zachary,mckenty,physician assistant,18,77
adrienne,moroni,nurse practitioner,25,73
gabriela,sanchez petitto,hematology,17,65
caroline,brady,emergency medicine,14,75
gwendolyn,luecke,obstetrics & gynecology,39,71
rachel,whelan,otolaryngology,28,68
maria,munoz,obstetrics & gynecology,38,65
walter,wilson,oral surgery (dentist only),40,71
kristin,wheeler,obstetrics & gynecology,28,64
heather,schenimann,nurse practitioner,39,73
lillian,donner,physical therapist in private practice,35,74
jeffrey,long,physician assistant,14,67
megan,begley,physical therapist in private practice,21,73
elise,rippelmeyer,nurse practitioner,14,78
hayley,sheffield,physician assistant,28,72
naho,hattori,neurology,27,69
sara,hebert,nurse practitioner,21,66
steffen,o'brien,physical therapist in private practice,18,74
alex,heard,internal medicine,13,71
rachel,livecchi,internal medicine,21,61
evelyn,wong,optometry,37,68
nelza,pierre-louis,physician assistant,19,66
lauren,degraft-amanfu,physician assistant,17,72
laurence,miller,pulmonary disease,22,76
linda,trimble,certified registered nurse anesthetist (crna),20,71
donna,robey,obstetrics & gynecology,38,66
kirk,wehrspan,chiropractic,45,72
rajan,pastoriza,obstetrics & gynecology,37,65
inconnu,"dakota city volunteer fire department inc. of dakota city, nebraska",ambulance service provider,24,71
mark,marilley,gastroenterology,26,70
una,forde,chiropractic,24,67
elyse,mandell,nurse practitioner,21,70
chris,mckenna,chiropractic,33,70
vinit,patil,anesthesiology,17,70
david,wilson,optometry,29,70
james,mastellone,chiropractic,39,72
shelagh,cofer,otolaryngology,23,76
dikea,roussos-ross,obstetrics & gynecology,26,67
michael,pinto,physical therapist in private practice,19,65
joni,zapata,family practice,19,72
thomas,hulsen,obstetrics & gynecology,54,70
jeffrey,antimarino,plastic and reconstructive surgery,28,68
andrew,miller,oral surgery (dentist only),36,73
kimberly,farr,chiropractic,31,75
rima,el-abassi,neurology,27,67
arun,rao,plastic and reconstructive surgery,15,74
brent,michener,general surgery,19,76
heather,robinson,speech language pathologist,22,71
lori,stafford,obstetrics & gynecology,48,70
austin,sheldon,physical therapist in private practice,36,77
katie,mellendick,physician assistant,41,70
christopher,thomas,physician assistant,19,69
bhavika,patel,physician assistant,14,64
hector,lopez frisbie,physician assistant,26,70
timothy,russell,physician assistant,32,70
jennifer,mcdermott,physician assistant,20,73
susan,nixon,optometry,40,72
ariel,flug,physical therapist in private practice,29,73
robert,brown,physician assistant,23,64
jeffrey,harmon,physician assistant,28,65
corey,barry,physician assistant,15,70
anna,oran,physician assistant,28,64
juan,soto valera,certified registered nurse anesthetist (crna),14,76
tameerah,mebane,nurse practitioner,45,73
meera,sampat,optometry,29,75
huy,than,nurse practitioner,22,75
stephanie,amorosa,hospitalist,25,79
karen,wakefield,physical therapist in private practice,17,66
allison,sheldon,speech language pathologist,17,71
sarah,ashouri,nurse practitioner,15,72
jonathon,dipasquale,physical therapist in private practice,31,64
ellen,key,physical therapist in private practice,19,72
kathryn,barr,physical therapist in private practice,45,70
paige,krieck,physician assistant,30,73
thomas,weaver,physician assistant,18,72
nicole,anderson,nurse practitioner,24,68
kristyn,keller,nurse practitioner,19,72
danielle,dolci,nurse practitioner,15,72
sophie,cole,physician assistant,18,67
michael,colucciello,physician assistant,23,70
travis,fite,certified registered nurse anesthetist (crna),23,69
howard,boswell,hematology-oncology,25,67
sharon,conslato,obstetrics & gynecology,35,68
richard,peck,plastic and reconstructive surgery,17,71
lisa,larson,physician assistant,51,71
christine,park,anesthesiology,25,64
robert,hered,ophthalmology,16,71
joel,westberry,physician assistant,25,72
elizabeth,przeniczny,family practice,25,76
stephen,murray,vascular surgery,17,70
mark,brissette,pathology,24,76
marci,fabre,emergency medicine,23,73
peter,murphy,chiropractic,26,73
tara,erbele,family practice,49,71
matthew,dutka,chiropractic,26,71
joyce,lockert,physical therapist in private practice,39,66
jared,dance,chiropractic,39,72
christina,nye,ophthalmology,26,72
jessica,wasielewski,emergency medicine,17,67
joseph,coler,chiropractic,41,74
janine,maenza,infectious disease,23,65
elliot,ross,emergency medicine,18,74
cecile,hollinshead,physician assistant,18,68
christopher,delehanty,physical therapist in private practice,29,75
jason,winseck,chiropractic,24,71
thomas,krawiec,physical therapist in private practice,18,74
bryan,pershing,anesthesiology,46,73
eric,hammerberg,neurology,39,71
sarah,derr,optometry,55,70
melissa,holtz,obstetrics & gynecology,27,65
manisha,patel,physical medicine and rehabilitation,22,76
virginia,johnson,nurse practitioner,25,73
meghan,musick,physical therapist in private practice,35,74
lauren,carneiro,physician assistant,15,70
douglas,dul,physical therapist in private practice,20,72
kathleen,holoyda,plastic and reconstructive surgery,35,68
irman,forghani,internal medicine,37,60
joshua,hamoud,internal medicine,26,71
melissa,dejesus,nurse practitioner,17,72
jessica,windschitl,obstetrics & gynecology,28,64
rebecca,adler,obstetrics & gynecology,32,59
nathan,denlinger,hematology,23,65
lara,reichert,otolaryngology,23,73
andrea,symkoviak,physician assistant,23,73
jennifer,castelbuono,anesthesiology,27,73
jonathan,chao,optometry,26,73
ayesha,kias,physical therapist in private practice,30,72
daniel,dimattio,certified registered nurse anesthetist (crna),26,67
kurtis,dickson,physician assistant,21,74
siena,fox,physician assistant,16,72
victoria,darts,nurse practitioner,24,65
lindsay,heldt,nurse practitioner,28,76
colin,mader,physical therapist in private practice,37,76
trina,pal,internal medicine,20,71
vladimir,smolgovskiy,physical therapist in private practice,28,70
elizabeth,heisler,physician assistant,18,72
kiersten,roesemann,nurse practitioner,26,72
jeffrey,nuttall,physical therapist in private practice,41,74
shon,hernandez,nurse practitioner,21,72
raj,sachar,anesthesiology,13,70
paul,west,obstetrics & gynecology,41,59
angela,christy,obstetrics & gynecology,28,64
robert,hawthorne,chiropractic,18,69
derik,sanders,chiropractic,40,73
danyel,rucker,physician assistant,18,65
jerome,lahman,pediatric medicine,13,71
daniel,zajicek,physician assistant,21,66
alma,corpuz,physician assistant,29,74
mary,foucar,pathology,26,71
miguel,escobar,hematology-oncology,28,68
julie,rayner,certified registered nurse anesthetist (crna),33,67
lisa,januskey,optometry,44,73
eric,ott,chiropractic,42,69
joshua,jordan,certified registered nurse anesthetist (crna),31,71
christi,cannon,physician assistant,27,74
hidayatullah,munshi,medical oncology,18,70
josee,belanger,family practice,27,72
michael,andreeff,hematology-oncology,20,73
walesia,robinson,emergency medicine,21,64
clint,farris,anesthesiology,26,69
michael,nemergut,anesthesiology,18,69
sepideh,khalilian,obstetrics & gynecology,32,71
jean,kolp,nurse practitioner,27,74
felicia,king,emergency medicine,33,71
rachel,moskowitz,physician assistant,15,72
mary,dipirro,oral surgery (dentist only),31,76
scott,claiborne,oral surgery (dentist only),27,72
vincent,bonilla ruiz,internal medicine,16,71
juan,robles,family practice,22,68
aubrey,rauktys,obstetrics & gynecology,47,70
inconnu,laboratory corporation of america,clinical laboratory,22,68
john,gavareski,physician assistant,29,75
leslie,rubin,certified registered nurse anesthetist (crna),24,74
jennifer,takagi,nurse practitioner,15,77
pamela,jeffries,nurse practitioner,18,77
allison,miles,certified registered nurse anesthetist (crna),28,73
casey,hamilton,physician assistant,26,63
ryan,riggs,family practice,22,73
kelsey,janesko,physician assistant,28,67
rachel,wirginis,family practice,20,66
kristie,mulder,physical therapist in private practice,25,74
erin,talbott,nurse practitioner,23,65
karoline,sieracki rede,internal medicine,17,66
vania,purpero,physical therapist in private practice,25,71
jacob,lopez,physician assistant,20,76
alicia,kelleher,nurse practitioner,18,67
emily,manos,physician assistant,22,70
joseph,stehouwer,physical therapist in private practice,22,72
micaela,lopez,nurse practitioner,30,73
christopher,norwood,audiologist,46,75
zachary,ballek,nurse practitioner,14,79
katelynn,malivert,certified registered nurse anesthetist (crna),21,73
lucas,neff,physician assistant,17,71
stacey,mckenzie,physical therapist in private practice,52,75
amado,freire,pulmonary disease,21,69
stephen,lash,obstetrics & gynecology,17,69
linda,boylan-starks,nurse practitioner,32,73
leslie,robinson,infectious disease,13,73
martin,moran,physician assistant,23,65
david,kimble,undefined physician type,29,75
noha,aboelata,family practice,20,65
james,miller,obstetrics & gynecology,20,66
joseph,ciocca,obstetrics & gynecology,41,69
jonathan,dort,general surgery,28,74
alvin,yadgood,oral surgery (dentist only),22,74
rodney,gabbert,chiropractic,44,68
zachary,burnett,certified registered nurse anesthetist (crna),24,69
eric,hanly,general surgery,22,73
jody,jedlicka,audiologist,30,76
victor,tomassetti,chiropractic,42,73
danielle,kagan,occupational therapist in private practice,27,75
geraldine,galloway,nurse practitioner,20,73
vincent,gelezinsky,chiropractic,41,73
george,higgins,emergency medicine,24,81
alicia,liang,pathology,17,71
kenneth,bassett,emergency medicine,44,64
faisal,rahman,anesthesiology,21,68
gina,kruse,internal medicine,17,72
lucas,reineck,chiropractic,36,70
shane,hudnall,family practice,53,70
erica,shenoy,infectious disease,22,73
karen,hande,nurse practitioner,22,66
james,smith,hospitalist,19,71
catherine,buxton,certified registered nurse anesthetist (crna),28,70
